"Data","DataType","PostID","_type"
"124000","Equity","436179","AjaxItem"
"130000","BaseSalary","436179","AjaxItem"
"200%","YearlyBonus","321987","AjaxItem"
"0","SignBonus","321987","AjaxItem"
"0","Equity","321987","AjaxItem"
"180000","BaseSalary","321987","AjaxItem"
"vp","Title","321987","AjaxItem"
"0% cash bonus, but it may come with stock refresh","YearlyBonus","437034","AjaxItem"
"40K","SignBonus","437034","AjaxItem"
"135K","Equity","437034","AjaxItem"
"SDEII/L8","Title","437034","AjaxItem"
"155K","BaseSalary","437034","AjaxItem"
"40%","YearlyBonus","437202","AjaxItem"
"20000","SignBonus","437202","AjaxItem"
"0","Equity","437202","AjaxItem"
"190000","BaseSalary","437202","AjaxItem"
"Senior Manager","Title","437202","AjaxItem"
"No","YearlyBonus","292645","AjaxItem"
"55k + 40k","SignBonus","292645","AjaxItem"
"140k","Equity","292645","AjaxItem"
"145k","BaseSalary","292645","AjaxItem"
"applied scientist","Title","292645","AjaxItem"
"Unknown","YearlyBonus","367119","AjaxItem"
"0-20% + stock","YearlyBonus","436287","AjaxItem"
"15k","SignBonus","436287","AjaxItem"
"50k","Equity","436287","AjaxItem"
"115k","BaseSalary","436287","AjaxItem"
"SDE","Title","436287","AjaxItem"
"10%","YearlyBonus","436717","AjaxItem"
"20k","SignBonus","436717","AjaxItem"
"175k","Equity","436717","AjaxItem"
"125k","BaseSalary","436717","AjaxItem"
"Software Engineer","Title","436717","AjaxItem"
"还不清楚","YearlyBonus","433318","AjaxItem"
"15k","SignBonus","433318","AjaxItem"
"105k","Equity","433318","AjaxItem"
"135k","BaseSalary","433318","AjaxItem"
"entry level","Title","433318","AjaxItem"
"105k non-prorated","YearlyBonus","428161","AjaxItem"
"N/A","SignBonus","428161","AjaxItem"
"N/A","Equity","428161","AjaxItem"
"180k","BaseSalary","428161","AjaxItem"
"Senior?","Title","428161","AjaxItem"
"bonus: 20%","YearlyBonus","434786","AjaxItem"
"100k","SignBonus","434786","AjaxItem"
"400k/4years","Equity","434786","AjaxItem"
"17-18","BaseSalary","434786","AjaxItem"
"0","YearlyBonus","435657","AjaxItem"
"86k","SignBonus","435657","AjaxItem"
"75","Equity","435657","AjaxItem"
"150k","BaseSalary","435657","AjaxItem"
"SDE2","Title","435657","AjaxItem"
"based on performance","YearlyBonus","432228","AjaxItem"
"55k + 40k","SignBonus","432228","AjaxItem"
"76 shares","Equity","432228","AjaxItem"
"155k","BaseSalary","432228","AjaxItem"
"SDEII","Title","432228","AjaxItem"
"30-60k","YearlyBonus","435498","AjaxItem"
"30k","SignBonus","435498","AjaxItem"
"n/a","Equity","435498","AjaxItem"
"120k","BaseSalary","435498","AjaxItem"
"Quant Researcher","Title","435498","AjaxItem"
"40,000","YearlyBonus","435979","AjaxItem"
"0","SignBonus","435979","AjaxItem"
"8000","Equity","435979","AjaxItem"
"13,1215","BaseSalary","435979","AjaxItem"
"Data Scientist II","Title","435979","AjaxItem"
"12%","YearlyBonus","436024","AjaxItem"
"13K","SignBonus","436024","AjaxItem"
"N/A","YearlyBonus","434612","AjaxItem"
"N/A","SignBonus","434612","AjaxItem"
"N/A","Equity","434612","AjaxItem"
"144000","BaseSalary","434612","AjaxItem"
"Quantitative UX researcher","Title","434612","AjaxItem"
"unknown","YearlyBonus","430056","AjaxItem"
"10k","SignBonus","430056","AjaxItem"
"138k","Equity","430056","AjaxItem"
"140k","BaseSalary","430056","AjaxItem"
"sde","Title","430056","AjaxItem"
"20k","YearlyBonus","413080","AjaxItem"
"20k","SignBonus","413080","AjaxItem"
"0","Equity","413080","AjaxItem"
"200k","BaseSalary","413080","AjaxItem"
"SDE","Title","413080","AjaxItem"
"15%","YearlyBonus","435109","AjaxItem"
"0","SignBonus","435109","AjaxItem"
"350000","Equity","435109","AjaxItem"
"180000","BaseSalary","435109","AjaxItem"
"n/a","Title","435109","AjaxItem"
"没有","YearlyBonus","435381","AjaxItem"
"50k","SignBonus","435381","AjaxItem"
"400k","Equity","435381","AjaxItem"
"170k","BaseSalary","435381","AjaxItem"
"4","Title","435381","AjaxItem"
"NO","YearlyBonus","412478","AjaxItem"
"15%","YearlyBonus","431043","AjaxItem"
"无","SignBonus","431043","AjaxItem"
"50","Equity","431043","AjaxItem"
"130k","BaseSalary","431043","AjaxItem"
"Software engineer","Title","431043","AjaxItem"
"0%","YearlyBonus","302225","AjaxItem"
"100+100","SignBonus","302225","AjaxItem"
"400k","Equity","302225","AjaxItem"
"150k","BaseSalary","302225","AjaxItem"
"software engineer","Title","302225","AjaxItem"
"15%","YearlyBonus","432887","AjaxItem"
"[hide=100]15K[/hide]","SignBonus","432887","AjaxItem"
"[hide=100]225K[/hide]","Equity","432887","AjaxItem"
"[hide=100]130K[/hide]","BaseSalary","432887","AjaxItem"
"L3","Title","432887","AjaxItem"
"15%","YearlyBonus","434536","AjaxItem"
"60000","SignBonus","434536","AjaxItem"
"300000","Equity","434536","AjaxItem"
"145000","BaseSalary","434536","AjaxItem"
"T3","Title","434536","AjaxItem"
"10%","YearlyBonus","432283","AjaxItem"
"10K","SignBonus","432283","AjaxItem"
"400K","Equity","432283","AjaxItem"
"N/A","YearlyBonus","432669","AjaxItem"
"50k","SignBonus","432669","AjaxItem"
"$965k","Equity","432669","AjaxItem"
"191000","BaseSalary","432669","AjaxItem"
"Senior Software Engineer","Title","432669","AjaxItem"
"0~30%","YearlyBonus","433266","AjaxItem"
"100000RMB","SignBonus","433266","AjaxItem"
"80000USD","Equity","433266","AjaxItem"
"500000RMB","BaseSalary","433266","AjaxItem"
"63","Title","433266","AjaxItem"
"RSU","YearlyBonus","372930","AjaxItem"
"60000 1st yr, 50000 2nd yr","SignBonus","372930","AjaxItem"
"112","Equity","372930","AjaxItem"
"155000","BaseSalary","372930","AjaxItem"
"SDE II","Title","372930","AjaxItem"
"20%","YearlyBonus","430194","AjaxItem"
"30k","SignBonus","430194","AjaxItem"
"40k","Equity","430194","AjaxItem"
"160k","BaseSalary","430194","AjaxItem"
"Sr","Title","430194","AjaxItem"
"25k","YearlyBonus","429567","AjaxItem"
"10%","YearlyBonus","378193","AjaxItem"
"30k+20k","SignBonus","378193","AjaxItem"
"2000","Equity","378193","AjaxItem"
"145k","BaseSalary","378193","AjaxItem"
"SDE","Title","378193","AjaxItem"
"0-20%","YearlyBonus","429380","AjaxItem"
"40k","SignBonus","429380","AjaxItem"
"75k","Equity","429380","AjaxItem"
"146k","BaseSalary","429380","AjaxItem"
"61","Title","429380","AjaxItem"
"15%","YearlyBonus","400142","AjaxItem"
"50K","SignBonus","400142","AjaxItem"
"250K","Equity","400142","AjaxItem"
"160K","BaseSalary","400142","AjaxItem"
"senior","Title","400142","AjaxItem"
"0","YearlyBonus","433401","AjaxItem"
"10k","SignBonus","433401","AjaxItem"
"100k","Equity","433401","AjaxItem"
"130000","BaseSalary","433401","AjaxItem"
"data eng","Title","433401","AjaxItem"
"10%","YearlyBonus","433410","AjaxItem"
"15%","YearlyBonus","432371","AjaxItem"
"50K","SignBonus","432371","AjaxItem"
"450000","Equity","432371","AjaxItem"
"175000","BaseSalary","432371","AjaxItem"
"E5","Title","432371","AjaxItem"
"20000","YearlyBonus","431876","AjaxItem"
"20k 20k","SignBonus","431876","AjaxItem"
"460000","Equity","431876","AjaxItem"
"175000","BaseSalary","431876","AjaxItem"
"senior software engineer","Title","431876","AjaxItem"
"n/a","YearlyBonus","432757","AjaxItem"
"100k","SignBonus","432757","AjaxItem"
"n/a","Equity","432757","AjaxItem"
"160k","BaseSalary","432757","AjaxItem"
"SDEII","Title","432757","AjaxItem"
"no","YearlyBonus","432545","AjaxItem"
"[hide=150]87K + 65K[/hide]","SignBonus","432545","AjaxItem"
"[hide=150]170k[/hide]","BaseSalary","432545","AjaxItem"
"[hide=150]150[/hide]","Equity","432545","AjaxItem"
"Software Engineer","Title","432545","AjaxItem"
"10%","YearlyBonus","431877","AjaxItem"
"没有","SignBonus","431877","AjaxItem"
"200000","Equity","431877","AjaxItem"
"150000","BaseSalary","431877","AjaxItem"
"Software Engineer","Title","431877","AjaxItem"
"20000","YearlyBonus","429675","AjaxItem"
"10000","SignBonus","429675","AjaxItem"
"20000","Equity","429675","AjaxItem"
"130000","BaseSalary","429675","AjaxItem"
"sde3","Title","429675","AjaxItem"
"-","YearlyBonus","431455","AjaxItem"
"-","SignBonus","431455","AjaxItem"
"-","Equity","431455","AjaxItem"
"36/hr","BaseSalary","431455","AjaxItem"
"Engineering Intern","Title","431455","AjaxItem"
"15%","YearlyBonus","432313","AjaxItem"
"50K","SignBonus","432313","AjaxItem"
"310K","Equity","432313","AjaxItem"
"145K","BaseSalary","432313","AjaxItem"
"T3","Title","432313","AjaxItem"
"没说","YearlyBonus","431874","AjaxItem"
"4.5w 3.5w","SignBonus","431874","AjaxItem"
"109","Equity","431874","AjaxItem"
"10%","YearlyBonus","430091","AjaxItem"
"275000","Equity","430091","AjaxItem"
"50000","SignBonus","430091","AjaxItem"
"155000","BaseSalary","430091","AjaxItem"
"SDE","Title","430091","AjaxItem"
"10%","YearlyBonus","431285","AjaxItem"
"25000","SignBonus","431285","AjaxItem"
"110000","Equity","431285","AjaxItem"
"140000","BaseSalary","431285","AjaxItem"
"big data engineer","Title","431285","AjaxItem"
"NA","YearlyBonus","431572","AjaxItem"
"NA","SignBonus","431572","AjaxItem"
"10,000","Equity","431572","AjaxItem"
"155,000","BaseSalary","431572","AjaxItem"
"Staff Software Engineer","Title","431572","AjaxItem"
"10%","YearlyBonus","431532","AjaxItem"
"無，當初已領過","SignBonus","431532","AjaxItem"
"0-20%","YearlyBonus","431184","AjaxItem"
"25k","SignBonus","431184","AjaxItem"
"25000","Equity","431184","AjaxItem"
"160k","BaseSalary","431184","AjaxItem"
"sr sde","Title","431184","AjaxItem"
"not known","YearlyBonus","327181","AjaxItem"
"35000","SignBonus","327181","AjaxItem"
"105k","Equity","327181","AjaxItem"
"145k","BaseSalary","327181","AjaxItem"
"not-known","Title","327181","AjaxItem"
"0","YearlyBonus","431164","AjaxItem"
"0","SignBonus","431164","AjaxItem"
"0","Equity","431164","AjaxItem"
"200K","BaseSalary","431164","AjaxItem"
"Sr Principal engineer","Title","431164","AjaxItem"
"10%","YearlyBonus","430846","AjaxItem"
"55k","SignBonus","430846","AjaxItem"
"200k","Equity","430846","AjaxItem"
"158","BaseSalary","430846","AjaxItem"
"10%","YearlyBonus","396415","AjaxItem"
"10000","SignBonus","396415","AjaxItem"
"26k","Equity","396415","AjaxItem"
"110000","BaseSalary","396415","AjaxItem"
"Process Engineer 3","Title","396415","AjaxItem"
"10%","YearlyBonus","308132","AjaxItem"
"0","SignBonus","308132","AjaxItem"
"31k","Equity","308132","AjaxItem"
"10500","BaseSalary","308132","AjaxItem"
"Process Engineer III","Title","308132","AjaxItem"
"none","YearlyBonus","430163","AjaxItem"
"45k + 4k","SignBonus","430163","AjaxItem"
"145","Equity","430163","AjaxItem"
"140k","BaseSalary","430163","AjaxItem"
"SDE II","Title","430163","AjaxItem"
"0-20% base + 0~9k stock","YearlyBonus","427884","AjaxItem"
"30k","SignBonus","427884","AjaxItem"
"90k","Equity","427884","AjaxItem"
"120k","BaseSalary","427884","AjaxItem"
"SDE","Title","427884","AjaxItem"
"10~20%","YearlyBonus","425147","AjaxItem"
"80k","SignBonus","425147","AjaxItem"
"40000","YearlyBonus","430199","AjaxItem"
"20000","SignBonus","430199","AjaxItem"
"60000","Equity","430199","AjaxItem"
"190000","BaseSalary","430199","AjaxItem"
"ECB5/staff data Scientist","Title","430199","AjaxItem"
"10 - 20%","YearlyBonus","430242","AjaxItem"
"20k / 2 yrs","SignBonus","430242","AjaxItem"
"50k","Equity","430242","AjaxItem"
"12k","BaseSalary","430242","AjaxItem"
"没说","Title","430242","AjaxItem"
"16%","YearlyBonus","428851","AjaxItem"
"10k","SignBonus","428851","AjaxItem"
"20k","Equity","428851","AjaxItem"
"140k","BaseSalary","428851","AjaxItem"
"Data Scientist","Title","428851","AjaxItem"
"0","YearlyBonus","430274","AjaxItem"
"[hide=200]75K[/hide]","SignBonus","430274","AjaxItem"
"[hide=200]100K[/hide]","Equity","430274","AjaxItem"
"[hide=200]150K[/hide]","BaseSalary","430274","AjaxItem"
"20%","YearlyBonus","428750","AjaxItem"
"少量","SignBonus","428750","AjaxItem"
"待议","Equity","428750","AjaxItem"
"135000","BaseSalary","428750","AjaxItem"
"Software Engineer I","Title","428750","AjaxItem"
"15%","YearlyBonus","428610","AjaxItem"
"30000","SignBonus","428610","AjaxItem"
"450000","Equity","428610","AjaxItem"
"180000","BaseSalary","428610","AjaxItem"
"Senior Software Engineer","Title","428610","AjaxItem"
"10k","YearlyBonus","319781","AjaxItem"
"na","SignBonus","319781","AjaxItem"
"na","Equity","319781","AjaxItem"
"131.5k","BaseSalary","319781","AjaxItem"
"new grad software engineer","Title","319781","AjaxItem"
"10%","YearlyBonus","429204","AjaxItem"
"70k","SignBonus","429204","AjaxItem"
"270k","Equity","429204","AjaxItem"
"no","YearlyBonus","425412","AjaxItem"
"80000 + 65000","SignBonus","425412","AjaxItem"
"115 units","Equity","425412","AjaxItem"
"180000","BaseSalary","425412","AjaxItem"
"unknown","Title","425412","AjaxItem"
"no","YearlyBonus","427025","AjaxItem"
"150k","SignBonus","427025","AjaxItem"
"200000","Equity","427025","AjaxItem"
"175000","BaseSalary","427025","AjaxItem"
"l5","Title","427025","AjaxItem"
"20~50k","YearlyBonus","423571","AjaxItem"
"30k","SignBonus","423571","AjaxItem"
"585k","Equity","423571","AjaxItem"
"190k","BaseSalary","423571","AjaxItem"
"Software Engineer","Title","423571","AjaxItem"
"15%","YearlyBonus","336500","AjaxItem"
"20,000","SignBonus","336500","AjaxItem"
"170,000／4 year","Equity","336500","AjaxItem"
"0~20%","YearlyBonus","426571","AjaxItem"
"50K","SignBonus","426571","AjaxItem"
"125k","Equity","426571","AjaxItem"
"150k","BaseSalary","426571","AjaxItem"
"SDE II","Title","426571","AjaxItem"
"6w","YearlyBonus","210660","AjaxItem"
"1.5w","SignBonus","210660","AjaxItem"
"-","Equity","210660","AjaxItem"
"14w","BaseSalary","210660","AjaxItem"
"entry","Title","210660","AjaxItem"
"NA","YearlyBonus","427059","AjaxItem"
"67K","SignBonus","427059","AjaxItem"
"65K","Equity","427059","AjaxItem"
"112K","BaseSalary","427059","AjaxItem"
"SDE1","Title","427059","AjaxItem"
"NA","YearlyBonus","392018","AjaxItem"
"NA","SignBonus","392018","AjaxItem"
"365k","Equity","392018","AjaxItem"
"185k","BaseSalary","392018","AjaxItem"
"data scientist","Title","392018","AjaxItem"
"34,000","YearlyBonus","428255","AjaxItem"
"0-20","YearlyBonus","426512","AjaxItem"
"50","SignBonus","426512","AjaxItem"
"195","Equity","426512","AjaxItem"
"145","BaseSalary","426512","AjaxItem"
"SDEII","Title","426512","AjaxItem"
"66K - 99K","YearlyBonus","426420","AjaxItem"
"0","SignBonus","426420","AjaxItem"
"折合人民币18w","Equity","426420","AjaxItem"
"528k","BaseSalary","426420","AjaxItem"
"Senior Product Manager","Title","426420","AjaxItem"
"10","YearlyBonus","425150","AjaxItem"
"-","SignBonus","425150","AjaxItem"
"680","Equity","425150","AjaxItem"
"120000","BaseSalary","425150","AjaxItem"
"Data Scientist","Title","425150","AjaxItem"
"n/a","YearlyBonus","427210","AjaxItem"
"30000/22000","SignBonus","427210","AjaxItem"
"40","Equity","427210","AjaxItem"
"126000","BaseSalary","427210","AjaxItem"
"SDE","Title","427210","AjaxItem"
"15%","YearlyBonus","426427","AjaxItem"
"无","SignBonus","426427","AjaxItem"
"[hide=120] 1000股 [/hide]","Equity","426427","AjaxItem"
"[hide=120] 55000 [/hide]","BaseSalary","426427","AjaxItem"
"0","YearlyBonus","425426","AjaxItem"
"0","SignBonus","425426","AjaxItem"
"0","Equity","425426","AjaxItem"
"0","BaseSalary","425426","AjaxItem"
"Fellow","Title","425426","AjaxItem"
"0-20%","YearlyBonus","424349","AjaxItem"
"20000","SignBonus","424349","AjaxItem"
"30000","Equity","424349","AjaxItem"
"130000","BaseSalary","424349","AjaxItem"
"61","Title","424349","AjaxItem"
"up to 20%","YearlyBonus","420484","AjaxItem"
"20k","SignBonus","420484","AjaxItem"
"70k","Equity","420484","AjaxItem"
"108k","BaseSalary","420484","AjaxItem"
"SWE","Title","420484","AjaxItem"
"10%","YearlyBonus","425997","AjaxItem"
"3万","SignBonus","425997","AjaxItem"
"2万","Equity","425997","AjaxItem"
"13.5万","BaseSalary","425997","AjaxItem"
"Staff Electric Engineer","Title","425997","AjaxItem"
"10%","YearlyBonus","426222","AjaxItem"
"15000","SignBonus","426222","AjaxItem"
"42","Equity","426222","AjaxItem"
"pending","YearlyBonus","420098","AjaxItem"
"pending","SignBonus","420098","AjaxItem"
"pending","Equity","420098","AjaxItem"
"115k","BaseSalary","420098","AjaxItem"
"SDE","Title","420098","AjaxItem"
"10%","YearlyBonus","424545","AjaxItem"
"50k","SignBonus","424545","AjaxItem"
"320k","Equity","424545","AjaxItem"
"160000","BaseSalary","424545","AjaxItem"
"E4","Title","424545","AjaxItem"
"12%","YearlyBonus","423773","AjaxItem"
"NA","SignBonus","423773","AjaxItem"
"75k","Equity","423773","AjaxItem"
"120k","BaseSalary","423773","AjaxItem"
"Software Engineer I","Title","423773","AjaxItem"
"N/A","YearlyBonus","417878","AjaxItem"
"490k + 363k","SignBonus","417878","AjaxItem"
"690 shares","Equity","417878","AjaxItem"
"160000","BaseSalary","417878","AjaxItem"
"码农","Title","417878","AjaxItem"
"10%-15% base salary","YearlyBonus","414511","AjaxItem"
"50k","SignBonus","414511","AjaxItem"
"20k (money)","Equity","414511","AjaxItem"
"165000","BaseSalary","414511","AjaxItem"
"Senior Engineer","Title","414511","AjaxItem"
"未知","YearlyBonus","412700","AjaxItem"
"未知","SignBonus","412700","AjaxItem"
"未知","Equity","412700","AjaxItem"
"未知","BaseSalary","412700","AjaxItem"
"L4 或 L5","Title","412700","AjaxItem"
"25K","YearlyBonus","381885","AjaxItem"
"0","SignBonus","381885","AjaxItem"
"0","Equity","381885","AjaxItem"
"160K","BaseSalary","381885","AjaxItem"
"Senior SDE","Title","381885","AjaxItem"
"0","YearlyBonus","418807","AjaxItem"
"36k + 31k","SignBonus","418807","AjaxItem"
"65k","Equity","418807","AjaxItem"
"112k","BaseSalary","418807","AjaxItem"
"SDE I","Title","418807","AjaxItem"
"No","YearlyBonus","398464","AjaxItem"
"183k (105k + 78k)","SignBonus","398464","AjaxItem"
"150","Equity","398464","AjaxItem"
"165k","BaseSalary","398464","AjaxItem"
"Applied scientist","Title","398464","AjaxItem"
"0","YearlyBonus","392599","AjaxItem"
"100K","SignBonus","392599","AjaxItem"
"150K","Equity","392599","AjaxItem"
"160K","BaseSalary","392599","AjaxItem"
"Software Engineer","Title","392599","AjaxItem"
"16%","YearlyBonus","391271","AjaxItem"
"0","SignBonus","391271","AjaxItem"
"250k","Equity","391271","AjaxItem"
"135k","BaseSalary","391271","AjaxItem"
"software engineer II","Title","391271","AjaxItem"
"10%","YearlyBonus","386135","AjaxItem"
"15K","SignBonus","386135","AjaxItem"
"25K / year","Equity","386135","AjaxItem"
"na","YearlyBonus","395902","AjaxItem"
"15000","SignBonus","395902","AjaxItem"
"$96000","Equity","395902","AjaxItem"
"132000","BaseSalary","395902","AjaxItem"
"SDE2","Title","395902","AjaxItem"
"N/A","YearlyBonus","389314","AjaxItem"
"39K+29K","SignBonus","389314","AjaxItem"
"105 shares","Equity","389314","AjaxItem"
"135K","BaseSalary","389314","AjaxItem"
"SDE II","Title","389314","AjaxItem"
"10","YearlyBonus","384551","AjaxItem"
"50000","SignBonus","384551","AjaxItem"
"160000","Equity","384551","AjaxItem"
"180000","BaseSalary","384551","AjaxItem"
"ICT 4","Title","384551","AjaxItem"
"Depends","YearlyBonus","313564","AjaxItem"
"15k","SignBonus","313564","AjaxItem"
"50k","Equity","313564","AjaxItem"
"110k","BaseSalary","313564","AjaxItem"
"10%","YearlyBonus","343601","AjaxItem"
"7.5k","SignBonus","343601","AjaxItem"
"28k","Equity","343601","AjaxItem"
"95k","BaseSalary","343601","AjaxItem"
"SDE","Title","343601","AjaxItem"
"10%","YearlyBonus","305973","AjaxItem"
"20k","SignBonus","305973","AjaxItem"
"100k","Equity","305973","AjaxItem"
"115k","BaseSalary","305973","AjaxItem"
"E3","Title","305973","AjaxItem"
"No","YearlyBonus","304440","AjaxItem"
